Cliente_Inativo,Sexo,Aposentado,Casado,Dependentes,Meses_Contrato,Assinatura_Telefone,Assinatura_MultiTelefone,Assinatura_Internet,Assinatura_Seguro_online,Assinatura_Backup,Assinatura_Seguro_dispositivo,Assinatura_Suporte_tecnico,Assinatura_TV,Assinatura_Filmes,Tipo_Contrato,Fatura_Online,Forma_Pagamento,Valor_Mensal,Valor_Diario,Valor_Anual
0,0,0,1,1,57,0,1,1,1,0,0,0,1,0,1,0,3,87.55,2.9183333333333334,4884.85
1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,74.7,2.49,74.7
0,1,0,0,0,45,0,0,2,2,2,2,2,2,2,2,1,0,20.35,0.6783333333333333,929.2
0,1,0,1,1,54,0,1,1,0,0,0,1,1,0,1,0,3,79.85,2.6616666666666666,4308.25
1,1,1,0,1,33,0,1,1,0,1,0,1,0,1,1,0,1,94.5,3.15,3105.55
0,0,0,0,1,52,1,2,0,1,1,1,1,1,0,0,1,0,35.45,1.1816666666666669,1958.95
0,1,0,0,0,71,0,1,0,1,0,1,0,0,1,2,1,1,90.35,3.0116666666666663,6325.25
0,0,1,0,0,72,0,1,0,1,0,1,0,0,1,2,0,3,90.15,3.0050000000000003,6716.45
0,1,0,0,1,72,0,1,0,1,0,1,0,0,1,2,0,2,90.25,3.0083333333333333,6369.45
0,0,0,0,0,40,0,1,2,2,2,2,2,2,2,2,0,0,24.8,0.8266666666666667,1024.7
0,0,0,0,0,64,1,2,0,0,0,0,0,0,1,2,0,1,54.6,1.82,3423.5
0,0,0,0,0,26,0,0,2,2,2,2,2,2,2,1,0,2,20.25,0.675,493.95
1,0,0,1,1,4,1,2,0,0,1,0,1,1,0,1,0,1,24.45,0.815,86.6
0,1,0,0,0,52,0,0,2,2,2,2,2,2,2,0,0,2,20.85,0.6950000000000001,1071.6
0,0,1,0,1,62,0,1,1,0,0,1,1,0,0,0,0,2,97.95,3.265,5936.55
0,1,0,0,0,42,0,0,0,0,1,1,0,0,1,0,1,1,73.15,2.4383333333333335,3088.25
0,1,1,1,1,11,0,0,1,0,1,0,1,1,1,1,0,2,79.15,2.6383333333333336,827.7
1,1,0,0,0,68,0,1,1,1,0,1,0,0,1,2,0,1,113.15,3.771666666666667,7856.0
0,0,0,0,0,41,0,1,1,1,0,0,1,0,0,1,0,3,94.3,3.143333333333333,3893.6
0,1,0,0,0,72,1,2,0,1,0,1,0,0,1,2,0,2,64.8,2.1599999999999997,4719.75
1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,80.85,2.695,80.85
1,0,1,1,1,2,0,0,1,0,1,0,1,1,0,1,0,1,69.6,2.32,131.65
1,0,1,1,1,2,0,1,1,0,1,0,1,0,0,1,0,1,85.55,2.8516666666666666,187.45
0,0,0,1,1,49,0,0,1,0,1,1,0,0,1,2,1,2,100.65,3.355,4917.75
1,1,1,1,1,36,0,1,1,1,1,0,1,0,0,1,0,1,90.85,3.0283333333333333,3186.7
0,0,0,0,1,56,0,0,1,1,0,1,1,0,1,0,0,2,105.6,3.52,6068.65
0,1,0,0,1,72,0,1,1,0,0,1,1,0,1,2,0,3,104.8,3.493333333333333,7470.1
1,1,1,0,0,71,0,1,1,1,0,0,1,0,1,1,0,2,105.1,3.503333333333333,7548.1
0,1,1,1,1,11,0,0,1,0,1,0,1,1,1,1,0,1,78.5,2.6166666666666667,874.2
1,0,1,0,1,11,0,1,1,0,1,1,0,0,1,1,0,3,104.05,3.4683333333333333,1133.65
1,1,0,0,0,51,1,2,0,1,0,1,1,0,1,0,1,1,59.3,1.9766666666666666,3014.65
0,0,0,0,0,29,0,0,1,0,1,0,1,0,1,1,0,2,87.8,2.9266666666666667,2621.75
0,1,0,0,1,53,0,1,1,0,0,0,0,1,1,0,1,3,97.75,3.2583333333333333,5043.2
1,1,0,1,0,4,0,0,0,1,1,0,1,1,0,1,0,1,49.4,1.6466666666666667,184.4
0,1,0,0,0,46,0,0,2,2,2,2,2,2,2,2,0,0,20.1,0.67,936.85
0,0,0,0,1,72,0,1,2,2,2,2,2,2,2,2,1,1,24.55,0.8183333333333334,1750.7
0,0,0,0,1,63,0,0,1,1,1,1,1,1,0,0,0,2,81.15,2.705,5224.5
0,0,1,1,1,60,0,1,1,1,1,0,1,0,1,0,0,3,101.4,3.3800000000000003,6176.6
1,0,0,0,0,10,0,1,1,1,1,0,1,0,1,1,0,1,100.25,3.341666666666667,1064.65
1,1,0,1,1,3,0,1,1,0,1,1,1,0,1,1,0,3,101.55,3.385,298.35
1,1,0,1,1,32,0,1,1,0,0,0,1,1,0,1,0,3,80.35,2.6783333333333332,2596.15
0,1,0,1,1,35,0,1,1,0,1,1,0,0,0,1,1,1,95.5,3.183333333333333,3418.2
0,1,1,0,1,72,0,1,1,0,0,1,0,0,1,2,0,3,111.65,3.7216666666666667,8022.85
0,1,0,0,0,48,0,0,0,0,0,1,1,1,0,0,0,2,55.8,1.8599999999999999,2651.2
1,0,1,0,1,32,0,1,1,0,1,0,1,0,0,1,0,2,85.95,2.865,2628.6
0,0,0,0,0,53,1,2,0,1,0,1,1,1,1,1,0,3,48.7,1.6233333333333335,2495.2
0,0,0,1,1,7,0,0,0,0,1,1,0,1,1,1,1,3,62.8,2.0933333333333333,418.3
0,1,0,1,1,46,0,0,2,2,2,2,2,2,2,2,1,1,19.95,0.6649999999999999,907.05
0,1,0,1,1,12,1,2,0,1,0,0,0,0,0,1,0,3,50.95,1.6983333333333335,605.75
0,0,0,0,0,64,0,1,1,0,0,1,1,1,1,0,0,1,92.85,3.0949999999999998,5980.75
0,0,0,1,0,15,0,0,2,2,2,2,2,2,2,0,1,0,19.65,0.6549999999999999,270.6
0,0,0,1,1,41,0,1,1,0,1,1,1,0,1,1,1,3,98.05,3.268333333333333,3990.6
0,1,0,1,1,51,0,1,2,2,2,2,2,2,2,0,0,3,24.6,0.8200000000000001,1266.4
0,1,1,0,0,28,0,1,0,0,1,0,1,1,0,0,0,1,51.0,1.7,1381.8
0,0,0,1,1,66,1,2,0,1,1,1,0,0,1,2,0,3,61.35,2.045,4193.4
1,0,0,1,1,2,0,0,1,0,0,0,1,0,0,1,0,3,87.15,2.9050000000000002,183.75
0,1,0,0,0,43,0,0,0,1,1,1,0,0,1,2,0,2,79.15,2.6383333333333336,3566.6
0,0,0,0,0,58,0,1,0,1,1,1,0,0,0,2,1,0,75.8,2.5266666666666664,4415.75
0,1,0,0,0,66,0,1,0,0,0,1,1,0,1,2,1,3,79.85,2.6616666666666666,5234.95
0,0,0,0,0,71,0,1,1,1,0,1,0,0,1,2,1,3,114.6,3.82,8100.25
0,1,0,0,0,31,0,1,2,2,2,2,2,2,2,2,1,0,25.75,0.8583333333333333,755.6
0,1,0,0,1,71,0,0,2,2,2,2,2,2,2,0,1,1,20.85,0.6950000000000001,1539.75
0,1,0,0,1,31,0,1,1,1,0,0,0,1,0,1,0,2,90.55,3.018333333333333,2929.75
0,1,0,0,1,48,0,1,1,1,0,1,1,0,0,2,0,3,96.9,3.23,4473.45
0,1,1,0,1,72,0,1,0,0,1,1,1,0,1,2,0,2,73.45,2.4483333333333333,5329.0
0,1,1,0,1,72,0,1,0,0,0,1,0,0,0,2,1,2,77.35,2.578333333333333,5396.25
0,1,1,0,1,54,0,1,1,0,1,1,1,0,1,1,0,2,99.05,3.3016666666666667,5295.7
0,1,1,1,1,72,0,1,2,2,2,2,2,2,2,2,0,2,25.1,0.8366666666666667,1789.9
0,0,0,0,1,60,0,1,1,1,0,0,1,1,1,1,0,2,94.1,3.1366666666666663,5475.9
0,0,1,0,0,65,0,1,1,0,0,1,1,0,1,0,0,1,107.45,3.5816666666666666,7047.5
0,1,0,0,0,34,1,2,0,0,1,1,0,0,0,1,0,1,44.85,1.495,1442.6
0,1,0,1,0,37,0,0,0,1,0,0,0,1,0,2,1,2,61.45,2.0483333333333333,2302.35
0,1,0,1,1,4,0,1,1,1,1,0,1,0,0,1,1,1,90.65,3.021666666666667,367.95
0,1,0,0,0,62,0,1,1,1,0,0,1,0,1,1,0,1,105.5,3.5166666666666666,6487.2
0,0,0,1,1,52,0,1,1,0,0,0,1,1,0,0,0,0,80.2,2.6733333333333333,4297.6
0,1,0,0,1,8,0,0,2,2,2,2,2,2,2,1,1,0,20.25,0.675,158.35
0,0,0,0,0,69,0,0,2,2,2,2,2,2,2,2,1,0,19.4,0.6466666666666666,1346.2
0,1,0,1,1,12,0,1,1,0,1,1,1,0,0,1,0,1,89.55,2.985,1021.75
0,0,0,0,0,5,1,2,0,0,1,0,1,1,0,1,1,0,25.05,0.8350000000000001,125.5
1,1,0,1,1,2,0,0,1,0,1,1,1,0,1,1,1,1,94.95,3.165,178.1
0,1,0,1,0,1,1,2,0,0,1,0,1,1,0,1,1,0,24.2,0.8066666666666666,24.2
0,0,0,1,1,28,0,0,0,1,0,0,1,1,0,1,1,1,56.05,1.8683333333333332,1522.65
0,0,0,1,1,3,0,1,0,0,1,0,0,0,0,1,1,1,64.6,2.1533333333333333,174.2
0,1,0,1,1,58,0,1,2,2,2,2,2,2,2,2,0,2,24.45,0.815,1513.6
1,1,0,1,1,1,0,0,2,2,2,2,2,2,2,1,0,0,20.2,0.6733333333333333,20.2
1,1,1,1,1,9,0,1,1,0,1,0,1,1,1,1,0,2,84.4,2.8133333333333335,732.5
0,0,0,0,1,71,0,1,1,0,0,1,1,0,1,2,0,3,105.15,3.5050000000000003,7555.0
0,1,0,0,0,72,1,2,0,1,0,1,0,0,1,2,0,3,65.65,2.1883333333333335,4664.5
1,1,0,1,1,13,0,0,1,0,0,1,1,1,0,1,0,1,79.8,2.6599999999999997,973.45
1,1,0,0,1,51,0,1,1,0,1,0,1,0,1,1,0,1,94.65,3.1550000000000002,4812.75
0,0,0,1,1,2,0,0,0,0,1,0,1,1,0,1,0,0,45.85,1.5283333333333333,105.6
1,1,0,1,1,20,0,1,1,0,1,1,1,0,0,1,0,1,88.7,2.9566666666666666,1761.45
0,0,0,0,1,18,0,0,0,0,1,0,0,1,0,1,0,0,50.3,1.6766666666666665,908.75
0,1,0,1,1,37,0,1,1,0,0,0,0,0,1,0,0,2,104.5,3.4833333333333334,3778.0
0,0,1,1,1,50,0,1,1,1,0,0,1,1,0,1,0,1,83.4,2.7800000000000002,4113.7
0,0,0,1,0,21,0,0,2,2,2,2,2,2,2,1,1,0,20.75,0.6916666666666667,452.2
1,1,1,0,1,36,0,1,1,0,1,0,1,1,1,1,0,2,85.25,2.841666666666667,3132.75
0,1,0,0,0,69,0,1,1,1,0,1,0,0,1,2,0,3,114.35,3.8116666666666665,7665.8
1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,70.6,2.353333333333333,70.6
0,1,0,0,0,72,0,1,1,0,0,1,1,0,1,0,0,2,104.45,3.481666666666667,7459.0
0,0,0,0,0,71,0,1,0,1,0,1,0,0,1,2,1,0,91.05,3.0349999999999997,6293.75
1,0,0,1,1,1,1,2,0,0,1,0,1,0,0,1,0,1,35.75,1.1916666666666667,35.75
1,0,0,1,1,5,0,1,1,0,1,0,1,0,1,1,0,0,93.9,3.1300000000000003,486.85
1,1,0,1,1,34,0,1,1,0,0,1,1,0,1,1,0,1,106.35,3.545,3549.25
0,0,0,1,1,38,0,0,2,2,2,2,2,2,2,0,1,0,20.05,0.6683333333333333,678.2
0,1,0,1,1,22,0,1,1,0,1,0,1,0,1,1,0,1,95.1,3.17,2162.6
0,1,0,1,1,45,0,0,0,1,1,0,1,1,0,1,0,3,50.9,1.6966666666666665,2298.55
1,0,1,0,1,8,0,1,1,0,1,0,1,1,1,1,0,1,84.0,2.8,613.4
0,0,0,0,0,15,0,0,2,2,2,2,2,2,2,1,1,0,19.8,0.66,272.95
1,1,1,0,1,52,0,1,1,1,1,1,1,0,1,1,0,1,104.2,3.4733333333333336,5568.35
0,0,1,0,1,66,1,2,0,0,0,1,1,0,0,0,1,3,45.55,1.5183333333333333,3027.25
0,0,1,1,1,66,0,1,0,1,0,0,0,1,0,0,0,2,63.85,2.1283333333333334,4174.35
1,1,1,0,1,32,0,0,1,0,1,0,1,1,1,1,0,2,80.3,2.6766666666666667,2483.05
0,0,0,1,1,12,0,0,0,0,1,0,1,1,0,1,0,1,45.05,1.5016666666666665,523.1
0,0,0,0,0,32,0,0,0,1,0,1,0,1,1,1,1,3,76.3,2.5433333333333334,2404.15
1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,79.6,2.6533333333333333,79.6
0,0,0,0,0,60,0,0,0,0,0,1,0,0,1,2,0,3,80.6,2.6866666666666665,4946.7
1,1,0,1,1,37,0,1,1,0,1,0,0,0,1,1,1,3,98.8,3.2933333333333334,3475.55
0,1,0,1,1,9,0,0,2,2,2,2,2,2,2,1,1,2,19.7,0.6566666666666666,180.7
0,1,0,0,0,67,1,2,0,1,1,0,1,0,1,2,1,2,50.9,1.6966666666666665,3281.65
0,1,1,0,1,65,0,0,1,0,1,0,1,1,0,0,0,3,70.95,2.365,4555.2
0,1,0,1,1,5,0,0,1,0,0,0,1,1,0,1,0,1,74.65,2.4883333333333337,383.65
0,1,0,1,1,16,0,1,0,0,0,0,1,1,0,1,1,1,55.3,1.8433333333333333,875.35
0,1,0,1,1,5,0,0,0,0,0,0,1,1,0,1,0,1,51.35,1.7116666666666667,262.3
0,0,0,1,1,8,0,1,1,0,1,0,1,1,0,1,0,2,74.6,2.4866666666666664,548.9
0,0,0,1,1,71,0,1,2,2,2,2,2,2,2,2,1,1,24.55,0.8183333333333334,1719.15
0,1,0,1,1,57,0,1,1,0,1,0,0,0,0,2,0,2,90.45,3.015,5229.8
1,0,1,1,1,4,0,0,1,0,0,1,1,0,1,1,0,2,99.8,3.3266666666666667,442.85
0,1,1,0,1,30,0,1,1,0,1,0,1,1,0,1,1,0,77.9,2.5966666666666667,2351.45
1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,101.45,3.381666666666667,101.45
1,0,0,0,0,25,0,0,1,0,0,1,1,0,0,1,0,3,89.15,2.9716666666666667,2257.75
0,0,0,1,1,32,0,1,0,0,0,0,1,1,0,1,0,1,54.2,1.8066666666666669,1739.6
0,1,0,1,1,10,0,0,0,0,0,0,1,0,0,1,0,0,59.65,1.9883333333333333,638.95
0,0,0,1,1,12,0,1,1,0,0,0,1,1,1,1,0,1,89.15,2.9716666666666667,1057.55
0,0,0,1,0,14,0,1,1,1,1,0,0,1,0,1,0,0,86.0,2.8666666666666667,1164.05
0,0,0,0,1,19,0,0,0,0,0,0,1,1,1,1,0,0,59.8,1.9933333333333332,1130.85
0,1,1,0,1,41,0,0,1,0,0,0,1,0,1,1,0,1,94.55,3.1516666666666664,3851.45
1,1,1,0,1,69,0,1,1,0,0,1,0,0,1,2,0,3,108.4,3.6133333333333337,7318.2
0,1,0,1,1,69,0,1,1,0,0,0,0,0,1,0,0,3,105.2,3.506666666666667,7386.05
0,0,0,1,1,2,0,0,1,0,1,0,1,1,0,1,1,1,70.35,2.3449999999999998,139.25
0,0,0,0,0,33,0,1,2,2,2,2,2,2,2,1,1,3,24.25,0.8083333333333333,838.5
0,1,0,0,0,12,0,0,2,2,2,2,2,2,2,2,1,0,19.7,0.6566666666666666,258.35
1,1,0,1,0,3,0,1,1,0,1,1,1,1,1,1,1,1,91.85,3.0616666666666665,257.05
1,1,0,0,0,11,0,0,1,0,1,0,1,0,0,1,0,3,79.5,2.65,868.5
0,0,0,0,1,58,0,1,1,0,0,1,1,1,1,0,0,1,94.3,3.143333333333333,5610.15
0,0,0,1,1,22,0,0,0,1,1,0,1,1,0,1,0,1,49.8,1.66,1049.05
1,1,0,1,1,62,0,1,1,1,0,0,0,1,1,0,1,1,102.0,3.4,6529.25
1,0,0,0,1,7,0,0,1,0,1,0,1,0,0,1,0,1,81.1,2.703333333333333,576.65
0,0,1,0,0,61,0,1,0,0,1,1,1,0,0,0,0,1,65.2,2.1733333333333333,3965.05
0,1,0,1,1,27,0,0,0,1,1,0,0,1,0,1,1,0,53.45,1.7816666666666667,1461.45
0,0,0,1,1,53,0,0,1,0,0,1,1,0,1,0,0,0,100.3,3.3433333333333333,5200.8
0,0,0,1,0,19,0,1,0,1,0,0,0,0,0,1,0,0,75.9,2.5300000000000002,1375.6
1,1,0,0,0,19,0,1,1,0,1,1,0,0,1,1,1,1,103.3,3.4433333333333334,2012.7
0,1,0,0,0,56,0,1,2,2,2,2,2,2,2,0,0,0,24.45,0.815,1431.65
0,0,1,0,1,72,0,1,1,1,0,1,0,0,1,2,0,2,115.75,3.8583333333333334,8443.7
0,1,0,0,1,17,0,1,1,0,0,0,1,1,0,1,0,3,80.5,2.683333333333333,1336.9
0,1,0,0,0,70,0,0,1,1,0,1,0,0,0,2,0,2,101.1,3.3699999999999997,6994.8
0,1,1,0,1,72,1,2,0,1,0,1,0,0,1,2,0,2,64.45,2.1483333333333334,4641.1
0,1,0,0,0,69,0,0,0,1,0,0,0,0,1,2,1,3,80.65,2.6883333333333335,5542.55
1,1,0,0,0,65,0,0,0,1,1,0,0,0,1,2,0,3,74.8,2.493333333333333,4820.15
0,1,1,0,1,43,0,1,1,0,0,0,0,0,0,1,0,1,94.3,3.143333333333333,3953.15
0,0,0,0,0,41,0,0,2,2,2,2,2,2,2,2,1,3,19.3,0.6433333333333333,772.4
0,1,0,0,1,46,0,0,2,2,2,2,2,2,2,1,1,1,19.6,0.6533333333333334,851.2
1,1,0,0,0,61,0,1,1,1,0,0,1,0,1,0,0,1,106.0,3.533333333333333,6547.7
0,1,0,1,1,19,0,0,2,2,2,2,2,2,2,2,0,0,19.95,0.6649999999999999,373.5
0,0,0,1,1,68,1,2,0,1,1,1,0,1,0,2,1,0,38.9,1.2966666666666666,2719.2
0,0,0,0,0,52,0,1,1,0,0,1,1,0,0,0,0,2,95.7,3.19,4976.15
0,1,0,0,1,24,0,0,2,2,2,2,2,2,2,0,1,0,20.1,0.67,533.9
0,0,0,1,1,33,0,1,0,1,0,0,1,1,0,1,0,0,60.9,2.03,2033.85
1,0,1,1,1,3,1,2,0,0,1,0,1,1,0,1,1,1,25.3,0.8433333333333334,77.75
1,0,0,0,1,24,0,0,1,0,0,1,1,0,1,1,0,2,99.3,3.31,2431.35
0,0,0,0,0,31,0,0,2,2,2,2,2,2,2,2,1,0,21.0,0.7,697.7
0,0,1,0,1,67,0,1,1,1,1,1,1,0,1,0,0,2,107.05,3.5683333333333334,7142.5
1,0,0,1,1,4,0,0,0,1,0,0,0,1,0,1,0,0,60.4,2.013333333333333,272.15
1,0,1,1,1,2,1,2,0,0,1,0,1,1,0,1,1,1,24.35,0.8116666666666668,41.85
0,1,0,1,1,22,0,0,1,0,0,0,1,0,1,1,0,0,93.2,3.106666666666667,2157.3
0,1,0,0,1,66,0,0,0,1,0,1,0,0,1,2,0,3,85.9,2.8633333333333337,5595.3
1,1,1,1,1,2,0,0,0,1,1,1,1,0,0,1,1,3,66.4,2.2133333333333334,94.55
1,1,0,1,1,2,0,0,0,1,1,1,1,1,0,1,0,0,55.1,1.8366666666666667,113.35
1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,80.25,2.675,80.25
0,0,0,0,0,71,0,0,0,1,1,1,0,0,1,2,0,2,82.0,2.7333333333333334,5999.85
0,1,0,1,1,20,0,0,2,2,2,2,2,2,2,2,0,0,19.7,0.6566666666666666,419.4
0,0,0,0,0,66,0,0,0,0,1,0,0,1,0,0,0,2,49.4,1.6466666666666667,3251.85
1,0,0,0,0,34,0,1,1,0,1,1,1,0,0,1,1,1,87.45,2.915,2874.15
0,0,0,0,1,47,0,0,0,1,1,1,1,0,0,0,0,2,66.05,2.2016666666666667,3021.45
0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,55.25,1.8416666666666666,55.25
1,0,0,0,0,69,0,1,1,0,0,1,1,0,1,1,0,1,103.95,3.4650000000000003,7446.9
0,0,0,1,1,70,0,1,1,0,0,1,0,1,0,0,0,3,90.25,3.0083333333333333,6385.95
0,0,0,1,1,17,0,0,2,2,2,2,2,2,2,0,1,0,20.15,0.6716666666666666,353.65
1,1,0,1,0,1,0,0,2,2,2,2,2,2,2,1,1,0,19.25,0.6416666666666667,19.25
0,1,0,0,0,46,0,1,2,2,2,2,2,2,2,0,1,1,24.9,0.83,1174.8
0,1,0,1,0,41,0,0,1,1,0,1,0,0,1,2,0,1,111.15,3.705,4507.15
1,0,0,1,1,54,0,1,1,0,1,0,0,0,1,1,0,1,100.1,3.3366666666666664,5440.9
1,1,0,0,0,1,0,0,2,2,2,2,2,2,2,1,1,0,19.9,0.6633333333333333,19.9
0,1,0,1,1,8,0,0,0,0,1,0,1,1,1,1,0,2,54.75,1.825,438.05
1,0,0,1,1,12,0,1,1,0,1,0,1,0,1,1,0,1,94.2,3.14,1046.1
0,1,0,1,0,33,0,0,2,2,2,2,2,2,2,0,0,0,20.15,0.6716666666666666,682.15
1,0,0,0,1,21,0,1,1,1,1,1,1,0,1,1,0,1,103.9,3.4633333333333334,2254.2
1,0,0,0,0,12,0,1,1,0,0,1,1,1,0,1,0,1,84.5,2.816666666666667,916.9
0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,44.0,1.4666666666666666,44.0
0,1,0,0,0,25,0,0,1,0,1,0,0,0,0,1,1,1,85.9,2.8633333333333337,2199.05
0,1,0,0,0,33,0,0,0,1,1,1,1,0,1,0,1,2,74.75,2.4916666666666667,2453.3
0,0,0,1,1,11,0,0,0,0,1,0,0,0,1,1,1,0,70.5,2.35,829.3
0,0,0,1,1,47,0,0,2,2,2,2,2,2,2,2,1,0,20.15,0.6716666666666666,1046.2
0,1,1,1,1,7,1,2,0,0,0,0,0,1,1,1,0,1,44.4,1.48,265.8
0,1,0,1,1,49,1,2,0,0,1,1,1,1,0,1,0,3,30.2,1.0066666666666666,1453.1
1,1,0,0,1,49,0,1,1,0,0,0,1,0,1,1,0,3,99.05,3.3016666666666667,4853.75
1,0,0,0,1,55,0,1,1,0,1,1,1,1,0,1,0,1,77.75,2.591666666666667,4458.15
0,0,0,0,1,20,0,0,2,2,2,2,2,2,2,1,1,3,19.25,0.6416666666666667,375.25
0,0,1,0,1,28,0,1,2,2,2,2,2,2,2,1,1,0,25.7,0.8566666666666667,734.6
1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,69.75,2.325,69.75
0,0,0,0,1,4,0,0,0,1,0,0,1,1,0,1,1,0,54.7,1.8233333333333335,235.05
0,0,0,1,1,42,0,0,2,2,2,2,2,2,2,2,0,3,20.75,0.6916666666666667,844.45
0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,69.9,2.33,69.9
0,1,0,1,1,4,0,0,0,0,1,0,1,0,0,1,0,1,56.4,1.88,234.85
0,0,0,1,1,41,0,0,2,2,2,2,2,2,2,1,1,1,20.45,0.6816666666666666,775.6
0,1,0,1,1,13,0,0,2,2,2,2,2,2,2,0,0,0,19.95,0.6649999999999999,257.0
0,1,0,0,0,50,0,1,2,2,2,2,2,2,2,2,1,0,24.95,0.8316666666666667,1261.45
1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,69.85,2.328333333333333,69.85
1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,45.3,1.51,45.3
0,0,1,0,0,66,0,1,1,0,0,1,1,0,1,0,0,1,104.9,3.496666666666667,6891.45
0,1,0,1,0,10,0,1,2,2,2,2,2,2,2,1,1,2,24.8,0.8266666666666667,223.9
1,0,1,0,1,2,0,1,1,0,1,1,1,1,0,1,1,1,79.2,2.64,172.85
0,1,0,0,0,1,0,0,2,2,2,2,2,2,2,0,1,0,19.65,0.6549999999999999,19.65
0,0,0,1,1,2,0,0,2,2,2,2,2,2,2,1,1,2,20.35,0.6783333333333333,35.1
1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,3,75.3,2.51,75.3
1,0,1,1,1,16,0,1,1,0,1,0,1,0,1,1,0,1,96.15,3.205,1529.2
0,1,0,0,0,27,0,0,1,1,0,0,1,1,0,0,0,2,80.65,2.6883333333333335,2209.75
0,1,0,1,1,58,0,0,2,2,2,2,2,2,2,2,1,2,20.3,0.6766666666666666,1131.5
1,1,1,0,1,3,0,1,1,0,1,0,1,0,1,1,0,1,94.6,3.1533333333333333,279.55
0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,1,0,1,65.45,2.1816666666666666,554.45
0,1,0,0,1,71,0,1,1,0,0,1,1,0,1,0,0,3,105.7,3.5233333333333334,7472.15
1,0,0,0,0,9,0,1,1,0,1,0,1,0,0,1,0,3,85.35,2.8449999999999998,754.65
1,0,1,0,1,28,0,1,1,0,1,0,0,0,1,1,0,2,101.3,3.3766666666666665,2812.2
1,0,0,0,1,3,0,1,1,0,1,0,1,1,0,1,0,2,75.15,2.5050000000000003,216.75
1,0,0,1,1,22,0,0,1,0,0,0,1,1,1,1,0,0,84.3,2.81,1855.65
0,1,0,1,1,63,0,0,1,1,0,1,0,0,1,2,1,2,109.2,3.64,7049.75
0,1,0,1,1,34,0,0,0,1,1,1,1,1,0,0,1,0,56.95,1.8983333333333334,1889.5
0,1,0,1,1,46,0,1,1,1,1,0,1,0,0,1,0,2,89.15,2.9716666666666667,4245.55
1,0,0,1,1,15,0,0,2,2,2,2,2,2,2,1,1,3,19.75,0.6583333333333333,297.3
0,0,0,0,0,58,0,0,1,1,0,0,1,0,1,0,1,2,99.25,3.308333333333333,5846.65
0,1,0,0,0,44,1,2,0,1,0,1,0,1,1,2,0,2,54.05,1.8016666666666665,2375.2
1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,70.0,2.3333333333333335,70.0
1,1,0,1,1,22,0,1,1,1,1,0,1,0,1,1,0,1,100.75,3.3583333333333334,2095.0
1,0,0,0,1,20,1,2,0,0,1,0,1,1,0,1,0,1,24.45,0.815,482.8
0,0,0,0,0,8,0,0,0,1,0,0,1,1,0,1,1,0,54.65,1.8216666666666665,482.25
0,0,0,0,0,24,0,1,1,0,0,1,1,1,0,0,1,3,83.15,2.771666666666667,2033.05
1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,85.45,2.8483333333333336,85.45
0,0,0,1,1,72,0,1,2,2,2,2,2,2,2,2,1,2,25.45,0.8483333333333333,1866.45
0,0,1,1,1,14,0,1,1,0,1,1,1,1,0,1,0,3,80.35,2.6783333333333332,1058.1
0,1,0,0,0,2,0,0,1,0,1,0,1,1,0,1,1,0,69.95,2.3316666666666666,143.9
0,1,0,1,1,6,0,0,0,0,1,0,0,1,0,1,0,2,49.5,1.65,312.7
0,0,0,1,1,12,0,0,2,2,2,2,2,2,2,0,1,0,19.3,0.6433333333333333,228.75
0,0,0,1,1,7,0,0,1,0,1,0,1,1,0,1,0,3,69.85,2.328333333333333,515.45
0,1,1,0,1,72,0,1,2,2,2,2,2,2,2,2,0,3,25.0,0.8333333333333334,1802.55
0,0,0,0,1,10,0,1,1,1,1,0,1,1,0,1,0,2,78.15,2.605,765.15
1,0,1,1,1,20,0,1,1,0,0,1,1,1,1,1,0,1,94.1,3.1366666666666663,1782.4
0,0,0,1,1,15,0,1,1,1,1,1,1,1,0,1,0,2,84.35,2.8116666666666665,1302.65
0,0,0,1,1,58,0,0,0,1,0,1,0,1,0,2,0,2,64.9,2.1633333333333336,3795.45
1,1,0,1,0,20,0,0,2,2,2,2,2,2,2,1,0,1,19.4,0.6466666666666666,374.5
0,0,0,0,1,46,0,1,0,1,1,0,1,1,0,1,1,1,53.1,1.77,2459.8
0,1,0,1,1,4,0,0,2,2,2,2,2,2,2,0,1,0,19.95,0.6649999999999999,68.2
0,0,0,0,0,35,0,1,2,2,2,2,2,2,2,2,0,2,25.4,0.8466666666666666,949.8
